ID,Latitude,Longitude,n,date_min,date_max,mins,hours,days
2,-19.0237,34.3987,4,2021-06-10 21:24:56 UTC,2021-06-11 1:26:02 UTC,1440,24,1
6,-19.0235,34.4286,4,2021-02-06 23:54:31 UTC,2021-02-07 3:55:39 UTC,1440,24,1
2,-19.023,34.3859,4,2021-10-26 4:19:03 UTC,2021-10-27 4:24:56 UTC,1440,24,1
5,-19.023,34.3864,4,2021-10-26 0:17:10 UTC,2021-10-27 12:27:02 UTC,1440,24,1
3,-19.0227,34.3855,4,2020-11-02 21:24:10 UTC,2020-11-03 21:30:01 UTC,1440,24,1
3,-19.0214,34.3852,4,2020-11-04 17:35:25 UTC,2021-07-30 18:50:32 UTC,385860,6431,267.958333333333
4,-19.0214,34.3853,4,2021-10-01 5:35:50 UTC,2021-10-09 18:31:01 UTC,11520,192,8
6,-19.0214,34.3855,6,2021-07-28 14:36:20 UTC,2021-07-30 14:49:26 UTC,2880,48,2
3,-19.0209,34.385,6,2021-10-01 13:37:56 UTC,2021-10-24 8:06:19 UTC,33120,552,23
1,-19.0187,34.2335,4,2021-09-23 22:00:01 UTC,2021-09-24 4:00:49 UTC,1440,24,1
3,-19.0165,34.4207,4,2021-05-03 13:14:01 UTC,2021-06-22 6:38:56 UTC,72000,1200,50
3,-19.0164,34.4423,4,2021-04-24 20:17:32 UTC,2021-04-25 0:18:25 UTC,1440,24,1
2,-19.0142,34.4313,4,2021-03-11 23:30:50 UTC,2021-03-12 3:32:01 UTC,1440,24,1
2,-19.0125,34.434,4,2021-03-13 19:43:34 UTC,2021-03-14 3:45:01 UTC,1440,24,1
2,-19.0092,34.4791,4,2021-08-30 22:11:31 UTC,2021-08-31 2:12:31 UTC,1440,24,1
1,-19.0061,34.2661,2,2021-04-18 18:41:01 UTC,2021-09-19 6:00:34 UTC,221760,3696,154
2,-19.006,34.2662,2,2021-04-18 14:39:55 UTC,2021-09-17 22:00:01 UTC,218880,3648,152
1,-19.0059,34.2662,2,2021-09-17 20:00:08 UTC,2021-09-18 22:00:40 UTC,1440,24,1
3,-19.0056,34.5038,3,2021-01-02 7:00:32 UTC,2021-01-13 8:00:33 UTC,15840,264,11
4,-19.0056,34.5039,41,2020-12-26 10:00:31 UTC,2021-02-11 6:00:01 UTC,67680,1128,47
